,Date,Timestamp,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer
,,,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure
,,,ethereum,Total,ethereum,ethereum,ethereum,Total,Total,Total,ethereum,ethereum,ethereum,Total,Total,Total
,,,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,STETH,CBETH,RETH,STETH,CBETH,RETH,STETH,CBETH,RETH,STETH,CBETH,RETH
,24/06/2023,1687564800,18769390.00136872,18769390.00136872,6027918.020127644,6262911.9813215025,6478559.999919576,6027918.020127644,6262911.9813215025,6478559.999919576,3203.0851741728584,3199.9999904563256,3199.9999999602755,3203.0851741728584,3199.9999904563256,3199.9999999602755
,25/06/2023,1687651200,18682076.510099787,18682076.510099787,5997468.528780356,6236767.981399474,6447839.9999199575,5997468.528780356,6236767.981399474,6447839.9999199575,3203.4165658661987,3199.9999904563256,3199.9999999602755,3203.4165658661987,3199.9999904563256,3199.9999999602755
,26/06/2023,1687737600,18888744.005165495,18888744.005165495,6061928.022707833,6306591.982518226,6520223.999939434,6061928.022707833,6306591.982518226,6520223.999939434,3202.726218449355,3199.9999911296504,3199.9999999702754,3202.726218449355,3199.9999911296504,3199.9999999702754
,27/06/2023,1687824000,18566137.41112882,18566137.41112882,5961337.426378571,6195071.984763318,6409727.999986931,5961337.426378571,6195071.984763318,6409727.999986931,3203.0397476713706,3199.9999921296503,3199.9999999934753,3203.0397476713706,3199.9999921296503,3199.9999999934753
,28/06/2023,1687910400,18657881.21040028,18657881.21040028,5989433.304589905,6229791.90581948,6438655.999990895,5989433.304589905,6229791.90581948,6438655.999990895,3203.3680288543824,3199.9999516231583,3199.9999999954753,3203.3680288543824,3199.9999516231583,3199.9999999954753
,29/06/2023,1687996800,18257499.14414934,18257499.14414934,5859963.2361203255,6095647.908037927,6301887.999991089,5859963.2361203255,6095647.908037927,6301887.999991089,3203.72379797843,3199.999951723158,3199.9999999954753,3203.72379797843,3199.999951723158,3199.9999999954753
,30/06/2023,1688083200,18453136.290231355,18453136.290231355,5923376.383179556,6160415.907060804,6369343.999990994,5923376.383179556,6160415.907060804,6369343.999990994,3204.076585265081,3199.999951723158,3199.9999999954753,3204.076585265081,3199.999951723158,3199.9999999954753
,01/07/2023,1688169600,19332958.98216232,19332958.98216232,6208639.079533585,6453567.902638162,6670751.999990571,6208639.079533585,6453567.902638162,6670751.999990571,3204.4588797592696,3199.999951723158,3199.9999999954766,3204.4588797592696,3199.999951723158,3199.9999999954766
,02/07/2023,1688256000,19164797.395417973,19164797.395417973,6156861.45191362,6392607.943511636,6615327.999992716,6156861.45191362,6392607.943511636,6615327.999992716,3204.845871352302,3199.999971723158,3199.9999999964766,3204.845871352302,3199.999971723158,3199.9999999964766
,03/07/2023,1688342400,19321233.654583246,19321233.654583246,6205553.717643337,6448895.9430142455,6666783.993925663,6205553.717643337,6448895.9430142455,6666783.993925663,3205.1658829525895,3199.999971723158,3199.9999970843696,3205.1658829525895,3199.999971723158,3199.9999970843696
,04/07/2023,1688428800,19504158.40133153,19504158.40133153,6262014.462886137,6509855.942475572,6732287.995969821,6262014.462886137,6509855.942475572,6732287.995969821,3205.503124045895,3199.999971723158,3199.9999980843695,3205.503124045895,3199.999971723158,3199.9999980843695
,05/07/2023,1688515200,19332540.987314425,19332540.987314425,6209693.048303872,6449919.943005197,6672927.996005354,6209693.048303872,6449919.943005197,6672927.996005354,3205.846725230317,3199.999971723158,3199.9999980843695,3205.846725230317,3199.999971723158,3199.9999980843695
,06/07/2023,1688601600,18997957.28855598,18997957.28855598,6099013.328703855,6342047.96377731,6556895.996074816,6099013.328703855,6342047.96377731,6556895.996074816,3206.176477946798,3199.9999817231583,3199.9999980843695,3206.176477946798,3199.9999817231583,3199.9999980843695
,07/07/2023,1688688000,18380332.911895063,18380332.911895063,5913196.946891932,6125471.965014287,6341663.999988842,5913196.946891932,6125471.965014287,6341663.999988842,3206.5315772334257,3199.9999817231583,3199.99999999437,3206.5315772334257,3199.9999817231583,3199.99999999437
,08/07/2023,1688774400,18662952.69202132,18662952.69202132,5991530.851531333,6227869.842929793,6443551.997560197,5991530.851531333,6227869.842929793,6443551.997560197,3206.8911014281916,3199.998891655984,3199.999998788344,3206.8911014281916,3199.998891655984,3199.999998788344
,09/07/2023,1688860800,18633873.835114546,18633873.835114546,5983858.997587197,6219582.837952673,6430431.999574674,5983858.997587197,6219582.837952673,6430431.999574674,3207.2480999861705,3199.9994021221605,3199.9999997883438,3207.2480999861705,3199.9994021221605,3199.9999997883438
,10/07/2023,1688947200,18574453.816321123,18574453.816321123,5966710.099957249,6199295.999921446,6408447.716442429,5966710.099957249,6199295.999921446,6408447.716442429,3207.580999767362,3199.9999999594515,3199.999858408116,3207.580999767362,3199.9999999594515,3199.999858408116
,11/07/2023,1689033600,18739752.514034018,18739752.514034018,6019016.514094636,6257727.999940261,6463007.99999912,6019016.514094636,6257727.999940261,6463007.99999912,3207.9179843813013,3199.9999999694514,3199.9999999995644,3207.9179843813013,3199.9999999694514,3199.9999999995644
,12/07/2023,1689120000,18774366.130105928,18774366.130105928,6028990.279119984,6263007.947484563,6482367.903501381,6028990.279119984,6263007.947484563,6482367.903501381,3208.2749463175733,3199.9999731679413,3199.999952363769,3208.2749463175733,3199.9999731679413,3199.999952363769
,13/07/2023,1689206400,81727495.46645354,81727495.46645354,28059900,23417995.466453537,30249600,28059900,23417995.466453537,30249600,15000,11965.905729233411,15000,15000,11965.905729233411,15000
,14/07/2023,1689292800,94308514.48705767,94308514.48705767,30219514.490541108,31530449.996516556,32558550.000000004,30219514.490541108,31530449.996516556,32558550.000000004,15001.59573998526,14999.999998342817,15000,15001.59573998526,14999.999998342817,15000
,15/07/2023,1689379200,90370779.52721167,90370779.52721167,28959129.530549046,30208349.996662617,31203299.999999996,28959129.530549046,30208349.996662617,31203299.999999996,15003.331052310688,14999.999998342817,15000,15003.331052310688,14999.999998342817,15000
,16/07/2023,1689465600,90505184.04803988,90505184.04803988,29002786.46528493,30271047.58275496,31231350.000000004,29002786.46528493,30271047.58275496,31231350.000000004,15004.882049824319,14999.998802199607,15000,15004.882049824319,14999.998802199607,15000
,17/07/2023,1689552000,89939140.96142128,89939140.96142128,28815642.279601116,30070798.68182016,31052699.999999996,28815642.279601116,30070798.68182016,31052699.999999996,15006.427534137294,14999.999342461871,15000,15006.427534137294,14999.999342461871,15000
,18/07/2023,1689638400,89502627.34018807,89502627.34018807,28681377.35330267,29917499.986885402,30903750,28681377.35330267,29917499.986885402,30903750,15008.098831696896,14999.999993424619,15000,15008.098831696896,14999.999993424619,15000
,19/07/2023,1689724800,89328221.33156364,89328221.33156364,28667771.344631802,29811599.986931827,30848850.000000004,28667771.344631802,29811599.986931827,30848850.000000004,15009.697292930077,14999.999993424619,15000,15009.697292930077,14999.999993424619,15000
,20/07/2023,1689811200,88549489.31264475,88549489.31264475,28384789.410252415,29593199.99080114,30571499.911591187,28384789.410252415,29593199.99080114,30571499.911591187,15011.338264125578,14999.999995337344,14999.999956621947,15011.338264125578,14999.999995337344,14999.999956621947
,21/07/2023,1689897600,88528355.23138198,88528355.23138198,28372957.14101804,29587499.954661027,30567898.135702908,28372957.14101804,29587499.954661027,30567898.135702908,15012.543792702474,14999.999977014462,14999.999085169202,15012.543792702474,14999.999977014462,14999.999085169202
,22/07/2023,1689984000,88761002.38622902,88761002.38622902,28452912.335127555,29654090.615152366,30653999.435949102,28452912.335127555,29654090.615152366,30653999.435949102,15014.254079093831,14999.995252841445,14999.999723991536,15014.254079093831,14999.995252841445,14999.999723991536
,23/07/2023,1690070400,87166102.97953229,87166102.97953229,27945378.41469183,29118555.050637007,30102169.51420345,27945378.41469183,29118555.050637007,30102169.51420345,15015.920267962618,14999.976845025349,15000.009723991536,15015.920267962618,14999.976845025349,15000.009723991536
,24/07/2023,1690156800,88434755.37936151,88434755.37936151,28351655.380721495,29540549.999839853,30542549.998800166,28351655.380721495,29540549.999839853,30542549.998800166,15017.482496899478,14999.999999918682,14999.999999410738,15017.482496899478,14999.999999918682,14999.999999410738
,25/07/2023,1690243200,86653035.78580481,86653035.78580481,27776274.925246384,28963611.0021417,29913149.85841673,27776274.925246384,28963611.0021417,29913149.85841673,15018.667671603116,14999.979803378561,14999.999929002828,15018.667671603116,14999.979803378561,14999.999929002828
,26/07/2023,1690329600,86933590.08460909,86933590.08460909,27877410.763502505,29042832.2170619,30013347.104044687,27877410.763502505,29042832.2170619,30013347.104044687,15020.237589374137,14999.99081549946,14999.998552666406,15020.237589374137,14999.99081549946,14999.998552666406
,27/07/2023,1690416000,87461968.3452437,87461968.3452437,28023748.71083336,29241273.92946176,30196945.70494859,28023748.71083336,29241273.92946176,30196945.70494859,14999.999309960316,14999.986626515454,14999.997866480848,14999.999309960316,14999.986626515454,14999.997866480848
,28/07/2023,1690502400,87186405.91434489,87186405.91434489,27928017.029929623,29138848.164935123,30119540.71948014,27928017.029929623,29138848.164935123,30119540.71948014,15001.674328249854,14999.999055351425,14999.995378158108,15001.674328249854,14999.999055351425,14999.995378158108
,29/07/2023,1690588800,87807672.16995335,87807672.16995335,28140980.469810873,29336699.067108322,30329992.633034155,28140980.469810873,29336699.067108322,30329992.633034155,15003.321765687027,14999.999523007866,14999.996356594538,15003.321765687027,14999.999523007866,14999.996356594538
,30/07/2023,1690675200,87987818.10815263,87987818.10815263,28187784.768808734,29403894.927244097,30396138.4120998,28187784.768808734,29403894.927244097,30396138.4120998,15005.075600228227,14999.997412202512,14999.994281561876,15005.075600228227,14999.997412202512,14999.994281561876
,31/07/2023,1690761600,87662292.45964399,87662292.45964399,28039856.890852526,29309694.943495464,30312740.625296,28039856.890852526,29309694.943495464,30312740.625296,15006.532954521263,14999.997412202512,14999.995361009476,15006.532954521263,14999.997412202512,14999.995361009476
,01/08/2023,1690848000,87179548.57008615,87179548.57008615,27916054.2366191,29136895.118827313,30126599.214639746,27916054.2366191,29136895.118827313,30126599.214639746,15008.87338861331,14999.997487118042,14999.99960897002,15008.87338861331,14999.997487118042,14999.99960897002
,02/08/2023,1690934400,87446438.89064237,87446438.89064237,27990344.999620818,29239495.1016392,30216598.78938235,27990344.999620818,29239495.1016392,30216598.78938235,15010.48146618303,14999.997487118042,14999.999399030177,15010.48146618303,14999.997487118042,14999.999399030177
,03/08/2023,1691020800,86202446.85434572,86202446.85434572,27597747.80718818,28807049.083162446,29797649.963995103,27597747.80718818,28807049.083162446,29797649.963995103,15012.156382421386,14999.999522597305,14999.9999818753,15012.156382421386,14999.999522597305,14999.9999818753
