,Date,Timestamp,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer,EigenLayer
,,,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure,Infrastructure
,,,ethereum,Total,ethereum,ethereum,ethereum,Total,Total,Total,ethereum,ethereum,ethereum,Total,Total,Total
,,,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,STETH,CBETH,RETH,STETH,CBETH,RETH,STETH,CBETH,RETH,STETH,CBETH,RETH
,04/08/2023,1691107200,86020839.06840748,86020839.06840748,27554146.438339897,28742094.310225274,29724598.319842294,27554146.438339897,28742094.310225274,29724598.319842294,15013.8381355891,14999.997030605944,14999.99915213777,15013.8381355891,14999.997030605944,14999.99915213777
,05/08/2023,1691193600,85727394.19860384,85727394.19860384,27466651.81755326,28642492.94419582,29618249.43685476,27466651.81755326,28642492.94419582,29618249.43685476,15015.417316331605,14999.99630489438,14999.999714798189,15015.417316331605,14999.99630489438,14999.999714798189
,06/08/2023,1691280000,85967670.26258525,85967670.26258525,27526778.397617232,28719749.941177532,29721141.92379048,27526778.397617232,28719749.941177532,29721141.92379048,15017.009120159535,14999.999969277691,14999.995924008903,15017.009120159535,14999.999969277691,14999.995924008903
,07/08/2023,1691366400,85621076.32420164,85621076.32420164,27427695.55010397,28601699.076048087,29591681.698049597,27427695.55010397,28601699.076048087,29591681.698049597,15014.559023234817,14999.999515438638,14999.990722761584,15014.559023234817,14999.999515438638,14999.990722761584
,08/08/2023,1691452800,85816651.5563804,85816651.5563804,27446895.697900847,28691368.149609867,29678387.70886969,27446895.697900847,28691368.149609867,29678387.70886969,15016.109647998363,14999.983348464975,14999.993787840494,15016.109647998363,14999.983348464975,14999.993787840494
,09/08/2023,1691539200,87144526.35653009,87144526.35653009,27861980.485295653,29049747.014040314,30232798.85719412,27861980.485295653,29049747.014040314,30232798.85719412,15017.749699664013,14999.998458183107,14999.999432997003,15017.749699664013,14999.998458183107,14999.999432997003
,10/08/2023,1691625600,87120542.2047585,87120542.2047585,27838160.41662211,29077047.67274162,30205334.115394756,27838160.41662211,29077047.67274162,30205334.115394756,15018.348205189934,14999.998799435441,14999.99211169284,15018.348205189934,14999.998799435441,14999.99211169284
,11/08/2023,1691712000,86973088.83741815,86973088.83741815,27753738.69014402,29046251.462869197,30173098.684404932,27753738.69014402,29046251.462869197,30173098.684404932,14999.993887390365,14999.974934605714,14999.999345976184,14999.993887390365,14999.974934605714,14999.999345976184
,12/08/2023,1691798400,86985817.17515796,86985817.17515796,27749473.1420378,29062346.1045797,30173997.92854047,27749473.1420378,29062346.1045797,30173997.92854047,15001.580273243593,14999.997989450112,14999.998970242827,15001.580273243593,14999.997989450112,14999.998970242827
,13/08/2023,1691884800,86891632.153489,86891632.153489,27718436.1683194,29071046.103413578,30102149.881756015,27718436.1683194,29071046.103413578,30102149.881756015,15000.046630654097,14999.997989450112,14999.999941078635,15000.046630654097,14999.997989450112,14999.999941078635
,14/08/2023,1691971200,86453507.06284624,86453507.06284624,27577457.977350242,28899599.99868019,29976449.086815804,27577457.977350242,28899599.99868019,29976449.086815804,15001.527477601843,14999.999999314967,14999.999543049194,15001.527477601843,14999.999999314967,14999.999543049194
